id,name,email,city,total_spent
7252,Mert Demir,customer07252@example.com,Amasya,0
7253,Seda Aslan,customer07253@example.com,Elazığ,0
7254,Kaan Koç,customer07254@example.com,Kilis,0
7255,Serkan Şahin,customer07255@example.com,Iğdır,0
7256,Serkan Polat,customer07256@example.com,Batman,0
7257,Mehmet Tekin,customer07257@example.com,Çanakkale,0
7258,Seda Polat,customer07258@example.com,Adana,0
7259,Eren Aslan,customer07259@example.com,Çanakkale,0
7260,Can Erdoğan,customer07260@example.com,Aksaray,0
7261,Onur Aslan,customer07261@example.com,Ordu,0
7262,Yusuf Çelik,customer07262@example.com,Kütahya,0
7263,Onur Kurt,customer07263@example.com,Sakarya,0
7264,Mehmet Kılıç,customer07264@example.com,Ardahan,0
7265,Serkan Kurt,customer07265@example.com,Sivas,0
7266,Onur Özdemir,customer07266@example.com,Kars,0
7267,Mert Yıldız,customer07267@example.com,Çankırı,0
7268,Arda Kılıç,customer07268@example.com,Yozgat,0
7269,Ömer Arslan,customer07269@example.com,Karaman,0
7270,Elif Kılıç,customer07270@example.com,Iğdır,0
7271,Furkan Aslan,customer07271@example.com,Kocaeli,0
7272,Ece Tekin,customer07272@example.com,Kastamonu,0
7273,Yusuf Erdoğan,customer07273@example.com,Çanakkale,0
7274,Mert Tekin,customer07274@example.com,Bursa,0
7275,Mustafa Kurt,customer07275@example.com,Kütahya,0
7276,Ahmet Çelik,customer07276@example.com,Adana,0
7277,Melis Kaya,customer07277@example.com,Ankara,0
7278,Emre Doğan,customer07278@example.com,Muğla,0
7279,Elif Öztürk,customer07279@example.com,Iğdır,0
7280,Elif Öztürk,customer07280@example.com,Balıkesir,0
7281,Can Çelik,customer07281@example.com,Burdur,0
7282,Ece Kılıç,customer07282@example.com,Kocaeli,0
7283,Mustafa Aydın,customer07283@example.com,Adana,0
7284,Ömer Kılıç,customer07284@example.com,Tunceli,0
7285,Mehmet Erdoğan,customer07285@example.com,Gaziantep,0
7286,Elif Kurt,customer07286@example.com,Batman,0
7287,Fatma Yıldız,customer07287@example.com,Bitlis,0
7288,Mert Doğan,customer07288@example.com,Kastamonu,0
7289,Buse Erdoğan,customer07289@example.com,Aksaray,0
7290,Barış Koç,customer07290@example.com,Nevşehir,0
7291,Hakan Tekin,customer07291@example.com,Şanlıurfa,0
7292,Emre Polat,customer07292@example.com,Gümüşhane,0
7293,Furkan Özdemir,customer07293@example.com,Sinop,0
7294,Fatma Doğan,customer07294@example.com,Rize,0
7295,Emre Yılmaz,customer07295@example.com,Çanakkale,0
7296,Kerem Erdoğan,customer07296@example.com,Edirne,0
7297,Derya Aslan,customer07297@example.com,Kastamonu,0
7298,Burak Demir,customer07298@example.com,Aksaray,0
7299,Burak Yıldız,customer07299@example.com,Karaman,0
7300,Ece Şahin,customer07300@example.com,Çankırı,0
7301,Burak Demir,customer07301@example.com,Çanakkale,0
7302,Burak Tekin,customer07302@example.com,Çorum,0
7303,Melis Yılmaz,customer07303@example.com,Düzce,0
7304,Mert Tekin,customer07304@example.com,Bingöl,0
7305,Mehmet Koç,customer07305@example.com,Adıyaman,0
7306,Melis Demir,customer07306@example.com,Zonguldak,0
7307,Can Kurt,customer07307@example.com,İstanbul,0
7308,Arda Yıldız,customer07308@example.com,Gaziantep,0
7309,Ayşe Aksoy,customer07309@example.com,Tokat,0
7310,Kerem Yılmaz,customer07310@example.com,Bayburt,0
7311,Yusuf Polat,customer07311@example.com,Ordu,0
7312,Serkan Demir,customer07312@example.com,Tekirdağ,0
7313,Yusuf Yıldız,customer07313@example.com,Manisa,0
7314,Arda Özdemir,customer07314@example.com,Konya,0
7315,Eren Aslan,customer07315@example.com,Batman,0
7316,Elif Arslan,customer07316@example.com,Tunceli,0
7317,Emre Koç,customer07317@example.com,Denizli,0
7318,Buse Güneş,customer07318@example.com,Amasya,0
7319,Ömer Çelik,customer07319@example.com,Osmaniye,0
7320,Mustafa Erdoğan,customer07320@example.com,Tekirdağ,0
7321,Berk Aksoy,customer07321@example.com,Hatay,0
7322,Fatma Şahin,customer07322@example.com,Niğde,0
7323,Mehmet Aksoy,customer07323@example.com,Erzincan,0
7324,Ayşe Özdemir,customer07324@example.com,Bursa,0
7325,Elif Polat,customer07325@example.com,Elazığ,0
7326,Mustafa Özdemir,customer07326@example.com,Giresun,0
7327,Burak Özdemir,customer07327@example.com,Giresun,0
7328,Derya Güneş,customer07328@example.com,Ardahan,0
7329,Yusuf Yılmaz,customer07329@example.com,Konya,0
7330,Yusuf Yıldız,customer07330@example.com,Denizli,0
7331,Hakan Güneş,customer07331@example.com,Kilis,0
7332,Burak Kurt,customer07332@example.com,Edirne,0
7333,Ali Kurt,customer07333@example.com,Konya,0
7334,Zeynep Güneş,customer07334@example.com,Balıkesir,0
7335,Elif Doğan,customer07335@example.com,Hatay,0
7336,Onur Aksoy,customer07336@example.com,Çorum,0
7337,Can Yıldız,customer07337@example.com,Konya,0
7338,Elif Aslan,customer07338@example.com,Isparta,0
7339,Ece Güneş,customer07339@example.com,Karaman,0
7340,Burak Kılıç,customer07340@example.com,Batman,0
7341,Mert Arslan,customer07341@example.com,Sakarya,0
7342,Ali Polat,customer07342@example.com,Tokat,0
7343,Fatma Polat,customer07343@example.com,Gümüşhane,0
7344,Yusuf Koç,customer07344@example.com,Kayseri,0
7345,Can Yılmaz,customer07345@example.com,Bartın,0
7346,Ömer Arslan,customer07346@example.com,Mersin,0
7347,Hakan Polat,customer07347@example.com,Kilis,0
7348,Ayşe Şahin,customer07348@example.com,Erzincan,0
7349,Melis Özdemir,customer07349@example.com,Karabük,0
7350,Ceren Güneş,customer07350@example.com,Sinop,0
7351,Ahmet Yıldız,customer07351@example.com,Bartın,0
7352,Yusuf Özdemir,customer07352@example.com,Aydın,0
7353,Yusuf Kaya,customer07353@example.com,Kütahya,0
7354,Can Tekin,customer07354@example.com,Tokat,0
7355,Seda Erdoğan,customer07355@example.com,Uşak,0
7356,Fatma Şahin,customer07356@example.com,Giresun,0
7357,Arda Kılıç,customer07357@example.com,Çankırı,0
7358,Hakan Aksoy,customer07358@example.com,Zonguldak,0
7359,Can Çelik,customer07359@example.com,Denizli,0
7360,Ahmet Şahin,customer07360@example.com,Çankırı,0
7361,Ece Aslan,customer07361@example.com,Niğde,0
7362,Fatma Kaya,customer07362@example.com,Kırıkkale,0
7363,Burak Yıldız,customer07363@example.com,Amasya,0
7364,Melis Kaya,customer07364@example.com,İstanbul,0
7365,Seda Aksoy,customer07365@example.com,Şanlıurfa,0
7366,Barış Özdemir,customer07366@example.com,Zonguldak,0
7367,Serkan Erdoğan,customer07367@example.com,Şırnak,0
7368,Kaan Aslan,customer07368@example.com,Gaziantep,0
7369,Ayşe Aslan,customer07369@example.com,Yozgat,0
7370,Kerem Yıldız,customer07370@example.com,Hatay,0
7371,Elif Aksoy,customer07371@example.com,Niğde,0
7372,Derya Kaya,customer07372@example.com,Ankara,0
7373,Burak Yılmaz,customer07373@example.com,Kars,0
7374,Mert Öztürk,customer07374@example.com,Nevşehir,0
7375,Elif Demir,customer07375@example.com,Bartın,0
7376,Buse Güneş,customer07376@example.com,Konya,0
7377,Ali Özdemir,customer07377@example.com,Aydın,0
7378,Kerem Yıldız,customer07378@example.com,Gaziantep,0
7379,Buse Güneş,customer07379@example.com,Bingöl,0
7380,Ahmet Çelik,customer07380@example.com,Bartın,0
7381,Yusuf Güneş,customer07381@example.com,Manisa,0
7382,Zeynep Yılmaz,customer07382@example.com,Bingöl,0
7383,Mert Aydın,customer07383@example.com,Tunceli,0
7384,Eren Erdoğan,customer07384@example.com,Erzurum,0
7385,Mehmet Tekin,customer07385@example.com,Eskişehir,0
7386,Derya Yılmaz,customer07386@example.com,Bartın,0
7387,Furkan Polat,customer07387@example.com,Bilecik,0
7388,Burak Güneş,customer07388@example.com,Uşak,0
7389,Mustafa Tekin,customer07389@example.com,Burdur,0
7390,Emre Koç,customer07390@example.com,Antalya,0
7391,Elif Çelik,customer07391@example.com,Denizli,0
7392,Ali Aydın,customer07392@example.com,Diyarbakır,0
7393,Ali Özdemir,customer07393@example.com,Rize,0
7394,Kaan Çelik,customer07394@example.com,Antalya,0
7395,Ali Tekin,customer07395@example.com,Bingöl,0
7396,Ali Şahin,customer07396@example.com,Muş,0
7397,Berk Şahin,customer07397@example.com,Çanakkale,0
7398,Derya Yıldız,customer07398@example.com,Ankara,0
7399,Ali Tekin,customer07399@example.com,Amasya,0
7400,Kaan Çelik,customer07400@example.com,Malatya,0
7401,Zeynep Erdoğan,customer07401@example.com,Sinop,0
7402,Derya Öztürk,customer07402@example.com,Eskişehir,0
7403,Derya Tekin,customer07403@example.com,Giresun,0
7404,Mehmet Doğan,customer07404@example.com,Bartın,0
7405,Burak Kurt,customer07405@example.com,Muş,0
7406,Ömer Aydın,customer07406@example.com,Bayburt,0
7407,Ahmet Yıldız,customer07407@example.com,Tekirdağ,0
7408,Elif Doğan,customer07408@example.com,Zonguldak,0
7409,Ali Çelik,customer07409@example.com,Kastamonu,0
7410,Yusuf Şahin,customer07410@example.com,Bingöl,0
7411,Mert Yılmaz,customer07411@example.com,Batman,0
7412,Zeynep Koç,customer07412@example.com,Düzce,0
7413,Serkan Çelik,customer07413@example.com,Malatya,0
7414,Buse Yılmaz,customer07414@example.com,Bartın,0
7415,Zeynep Kılıç,customer07415@example.com,Çankırı,0
7416,Emre Tekin,customer07416@example.com,Kastamonu,0
7417,Berk Çelik,customer07417@example.com,Afyonkarahisar,0
7418,Ceren Güneş,customer07418@example.com,Erzurum,0
7419,Ayşe Aslan,customer07419@example.com,Manisa,0
7420,Fatma Koç,customer07420@example.com,Aydın,0
7421,Ece Yılmaz,customer07421@example.com,Giresun,0
7422,Ayşe Güneş,customer07422@example.com,Yalova,0
7423,Kerem Çelik,customer07423@example.com,Ardahan,0
7424,Arda Yılmaz,customer07424@example.com,Bitlis,0
7425,Can Özdemir,customer07425@example.com,Bursa,0
7426,Emre Arslan,customer07426@example.com,Erzurum,0
7427,Furkan Aslan,customer07427@example.com,Kırıkkale,0
7428,Ömer Aksoy,customer07428@example.com,Mardin,0
7429,Berk Doğan,customer07429@example.com,Çanakkale,0
7430,Burak Yılmaz,customer07430@example.com,İstanbul,0
7431,Mustafa Çelik,customer07431@example.com,Ağrı,0
7432,Emre Polat,customer07432@example.com,Antalya,0
7433,Furkan Şahin,customer07433@example.com,Mardin,0
7434,Barış Yıldız,customer07434@example.com,Tunceli,0
7435,Can Aksoy,customer07435@example.com,Uşak,0
7436,Eren Kaya,customer07436@example.com,Edirne,0
7437,Barış Tekin,customer07437@example.com,Artvin,0
7438,Kaan Demir,customer07438@example.com,Siirt,0
7439,Furkan Güneş,customer07439@example.com,Afyonkarahisar,0
7440,Furkan Öztürk,customer07440@example.com,Çanakkale,0
7441,Emre Doğan,customer07441@example.com,Aksaray,0
7442,Elif Şahin,customer07442@example.com,Malatya,0
7443,Ömer Arslan,customer07443@example.com,Diyarbakır,0
7444,Ceren Yılmaz,customer07444@example.com,Gümüşhane,0
7445,Ayşe Doğan,customer07445@example.com,Amasya,0
7446,Can Kaya,customer07446@example.com,Bursa,0
7447,Ahmet Tekin,customer07447@example.com,Mardin,0
7448,Derya Koç,customer07448@example.com,Uşak,0
7449,Hakan Özdemir,customer07449@example.com,Muğla,0
7450,Furkan Doğan,customer07450@example.com,Osmaniye,0
7451,Mustafa Aslan,customer07451@example.com,Sinop,0
7452,Hakan Aslan,customer07452@example.com,Muğla,0
7453,Mert Kurt,customer07453@example.com,Elazığ,0
7454,Can Arslan,customer07454@example.com,Tunceli,0
7455,Ceren Şahin,customer07455@example.com,Çankırı,0
7456,Ceren Arslan,customer07456@example.com,Tokat,0
7457,Furkan Yılmaz,customer07457@example.com,Burdur,0
7458,Mehmet Aksoy,customer07458@example.com,Artvin,0
7459,Seda Şahin,customer07459@example.com,Yozgat,0
7460,Ali Kaya,customer07460@example.com,Gaziantep,0
7461,Ahmet Kurt,customer07461@example.com,Kırıkkale,0
7462,Can Şahin,customer07462@example.com,Sivas,0
7463,Berk Arslan,customer07463@example.com,Bingöl,0
7464,Arda Yıldız,customer07464@example.com,Samsun,0
7465,Serkan Kaya,customer07465@example.com,Karaman,0
7466,Ahmet Erdoğan,customer07466@example.com,Bitlis,0
7467,Ece Aslan,customer07467@example.com,Sivas,0
7468,Ali Çelik,customer07468@example.com,Iğdır,0
7469,Ahmet Şahin,customer07469@example.com,Malatya,0
7470,Ayşe Kaya,customer07470@example.com,Tokat,0
7471,Mustafa Aydın,customer07471@example.com,Yozgat,0
7472,Mehmet Kurt,customer07472@example.com,Sivas,0
7473,Ali Öztürk,customer07473@example.com,Antalya,0
7474,Kaan Öztürk,customer07474@example.com,Kütahya,0
7475,Mustafa Kaya,customer07475@example.com,Kastamonu,0
7476,Kerem Erdoğan,customer07476@example.com,Kars,0
7477,Arda Doğan,customer07477@example.com,Eskişehir,0
7478,Ece Koç,customer07478@example.com,Elazığ,0
7479,Ali Aydın,customer07479@example.com,Ağrı,0
7480,Ahmet Güneş,customer07480@example.com,Siirt,0
7481,Yusuf Aslan,customer07481@example.com,Bayburt,0
7482,Buse Erdoğan,customer07482@example.com,Kahramanmaraş,0
7483,Kaan Kurt,customer07483@example.com,Samsun,0
7484,Barış Arslan,customer07484@example.com,Uşak,0
7485,Ahmet Aydın,customer07485@example.com,Bursa,0
7486,Onur Yılmaz,customer07486@example.com,Kütahya,0
7487,Burak Aydın,customer07487@example.com,Karabük,0
7488,Berk Yıldız,customer07488@example.com,Sinop,0
7489,Derya Arslan,customer07489@example.com,Siirt,0
7490,Melis Koç,customer07490@example.com,Siirt,0
7491,Ceren Çelik,customer07491@example.com,Bilecik,0
7492,Kerem Güneş,customer07492@example.com,Aydın,0
7493,Serkan Öztürk,customer07493@example.com,Çankırı,0
7494,Ayşe Polat,customer07494@example.com,Afyonkarahisar,0
7495,Mehmet Kaya,customer07495@example.com,İzmir,0
7496,Berk Kurt,customer07496@example.com,Samsun,0
7497,Ali Doğan,customer07497@example.com,Kütahya,0
7498,Elif Güneş,customer07498@example.com,Ağrı,0
7499,Seda Demir,customer07499@example.com,Burdur,0
7500,Mehmet Özdemir,customer07500@example.com,Iğdır,0
7501,Arda Özdemir,customer07501@example.com,Bursa,0
7502,Derya Arslan,customer07502@example.com,Amasya,0
7503,Ahmet Arslan,customer07503@example.com,Ardahan,0
7504,Can Aksoy,customer07504@example.com,Kırıkkale,0
7505,Mustafa Güneş,customer07505@example.com,Düzce,0
7506,Ayşe Arslan,customer07506@example.com,Bartın,0
7507,Ahmet Kılıç,customer07507@example.com,Isparta,0
7508,Zeynep Demir,customer07508@example.com,Kocaeli,0
7509,Ece Yıldız,customer07509@example.com,Ankara,0
7510,Eren Tekin,customer07510@example.com,Karabük,0
7511,Serkan Kaya,customer07511@example.com,Iğdır,0
7512,Mert Tekin,customer07512@example.com,Uşak,0
7513,Derya Koç,customer07513@example.com,Karabük,0
7514,Serkan Polat,customer07514@example.com,Gümüşhane,0
7515,Elif Demir,customer07515@example.com,Eskişehir,0
7516,Kaan Güneş,customer07516@example.com,Sinop,0
7517,Zeynep Şahin,customer07517@example.com,Sakarya,0
7518,Berk Tekin,customer07518@example.com,Batman,0
7519,Fatma Doğan,customer07519@example.com,Bolu,0
7520,Furkan Koç,customer07520@example.com,Bitlis,0
7521,Emre Aydın,customer07521@example.com,Şanlıurfa,0
7522,Mert Kaya,customer07522@example.com,Şanlıurfa,0
7523,Arda Güneş,customer07523@example.com,İzmir,0
7524,Can Öztürk,customer07524@example.com,Elazığ,0
7525,Seda Kılıç,customer07525@example.com,Siirt,0
7526,Yusuf Aydın,customer07526@example.com,Yozgat,0
7527,Zeynep Güneş,customer07527@example.com,Yalova,0
7528,Mert Güneş,customer07528@example.com,Şırnak,0
7529,Derya Şahin,customer07529@example.com,Kilis,0
7530,Kaan Yılmaz,customer07530@example.com,Aydın,0
7531,Ayşe Arslan,customer07531@example.com,Edirne,0
7532,Melis Kurt,customer07532@example.com,Çankırı,0
7533,Ahmet Aydın,customer07533@example.com,Tokat,0
7534,Mehmet Erdoğan,customer07534@example.com,Tekirdağ,0
7535,Ceren Aksoy,customer07535@example.com,Edirne,0
7536,Ali Demir,customer07536@example.com,Rize,0
7537,Mehmet Yıldız,customer07537@example.com,Ağrı,0
7538,Elif Arslan,customer07538@example.com,Bitlis,0
7539,Buse Aksoy,customer07539@example.com,Bilecik,0
7540,Can Aslan,customer07540@example.com,Kilis,0
7541,Hakan Erdoğan,customer07541@example.com,Yalova,0
7542,Serkan Güneş,customer07542@example.com,Sivas,0
7543,Melis Çelik,customer07543@example.com,Burdur,0
7544,Mustafa Özdemir,customer07544@example.com,Afyonkarahisar,0
7545,Fatma Aksoy,customer07545@example.com,Van,0
7546,Elif Güneş,customer07546@example.com,Kayseri,0
7547,Derya Erdoğan,customer07547@example.com,Ağrı,0
7548,Ceren Demir,customer07548@example.com,Karaman,0
7549,Derya Koç,customer07549@example.com,İstanbul,0
7550,Mert Aksoy,customer07550@example.com,Çankırı,0
7551,Yusuf Şahin,customer07551@example.com,Sivas,0
7552,Melis Aslan,customer07552@example.com,Zonguldak,0
7553,Serkan Öztürk,customer07553@example.com,Bartın,0
7554,Kaan Erdoğan,customer07554@example.com,Muğla,0
7555,Kaan Yılmaz,customer07555@example.com,Karaman,0
7556,Yusuf Kaya,customer07556@example.com,Ağrı,0
7557,Eren Aksoy,customer07557@example.com,Ankara,0
7558,Furkan Polat,customer07558@example.com,Kocaeli,0
7559,Arda Demir,customer07559@example.com,Erzincan,0
7560,Ceren Aydın,customer07560@example.com,Muş,0
7561,Hakan Demir,customer07561@example.com,Kırklareli,0
7562,Barış Koç,customer07562@example.com,Bingöl,0
7563,Seda Demir,customer07563@example.com,Diyarbakır,0
7564,Serkan Polat,customer07564@example.com,Iğdır,0
7565,Eren Yıldız,customer07565@example.com,Yalova,0
7566,Zeynep Kurt,customer07566@example.com,Batman,0
7567,Melis Erdoğan,customer07567@example.com,Denizli,0
7568,Kaan Koç,customer07568@example.com,Ardahan,0
7569,Zeynep Polat,customer07569@example.com,Antalya,0
7570,Eren Kaya,customer07570@example.com,Iğdır,0
7571,Kerem Öztürk,customer07571@example.com,Bursa,0
7572,Eren Demir,customer07572@example.com,Ardahan,0
7573,Furkan Şahin,customer07573@example.com,Kahramanmaraş,0
7574,Furkan Kaya,customer07574@example.com,Uşak,0
7575,Melis Aksoy,customer07575@example.com,Isparta,0
7576,Yusuf Polat,customer07576@example.com,Kastamonu,0
7577,Zeynep Aksoy,customer07577@example.com,Batman,0
7578,Can Kılıç,customer07578@example.com,Muş,0
7579,Kerem Şahin,customer07579@example.com,Tekirdağ,0
7580,Hakan Koç,customer07580@example.com,Erzincan,0
7581,Mert Kaya,customer07581@example.com,Karabük,0
7582,Derya Kurt,customer07582@example.com,Kastamonu,0
7583,Ceren Tekin,customer07583@example.com,Muş,0
7584,Berk Aksoy,customer07584@example.com,Isparta,0
7585,Fatma Arslan,customer07585@example.com,Kilis,0
7586,Furkan Yılmaz,customer07586@example.com,İzmir,0
7587,Kaan Erdoğan,customer07587@example.com,Kırşehir,0
7588,Emre Demir,customer07588@example.com,Sinop,0
7589,Ahmet Çelik,customer07589@example.com,Batman,0
7590,Ömer Şahin,customer07590@example.com,Nevşehir,0
7591,Emre Yıldız,customer07591@example.com,Kahramanmaraş,0
7592,Hakan Öztürk,customer07592@example.com,Düzce,0
7593,Furkan Arslan,customer07593@example.com,Karaman,0
7594,Onur Çelik,customer07594@example.com,Adana,0
7595,Serkan Güneş,customer07595@example.com,Gümüşhane,0
7596,Eren Aksoy,customer07596@example.com,Ordu,0
7597,Onur Erdoğan,customer07597@example.com,Hakkari,0
7598,Barış Kaya,customer07598@example.com,Siirt,0
7599,Emre Arslan,customer07599@example.com,Niğde,0
7600,Arda Çelik,customer07600@example.com,Aksaray,0
7601,Kaan Tekin,customer07601@example.com,Bartın,0
7602,Mustafa Kurt,customer07602@example.com,Afyonkarahisar,0
7603,Barış Demir,customer07603@example.com,Bingöl,0
7604,Mert Demir,customer07604@example.com,Giresun,0
7605,Ceren Şahin,customer07605@example.com,Iğdır,0
7606,Melis Öztürk,customer07606@example.com,Kahramanmaraş,0
7607,Zeynep Tekin,customer07607@example.com,Diyarbakır,0
7608,Ceren Aydın,customer07608@example.com,Rize,0
7609,Ali Öztürk,customer07609@example.com,Giresun,0
7610,Arda Kurt,customer07610@example.com,Adana,0
7611,Ömer Yıldız,customer07611@example.com,Isparta,0
7612,Mehmet Arslan,customer07612@example.com,Konya,0
7613,Onur Erdoğan,customer07613@example.com,Bitlis,0
7614,Berk Kılıç,customer07614@example.com,Afyonkarahisar,0
7615,Derya Yıldız,customer07615@example.com,Mardin,0
7616,Derya Arslan,customer07616@example.com,Kırklareli,0
7617,Arda Çelik,customer07617@example.com,İstanbul,0
7618,Ali Tekin,customer07618@example.com,Bitlis,0
7619,Furkan Kılıç,customer07619@example.com,Amasya,0
7620,Buse Aydın,customer07620@example.com,Kayseri,0
7621,Eren Yılmaz,customer07621@example.com,Şırnak,0
7622,Furkan Koç,customer07622@example.com,Aydın,0
7623,Arda Polat,customer07623@example.com,Aydın,0
7624,Seda Erdoğan,customer07624@example.com,Çanakkale,0
7625,Ayşe Arslan,customer07625@example.com,Yalova,0
7626,Onur Güneş,customer07626@example.com,Karaman,0
7627,Elif Kaya,customer07627@example.com,Karaman,0
7628,Onur Yılmaz,customer07628@example.com,Ordu,0
7629,Kaan Aksoy,customer07629@example.com,Çorum,0
7630,Ali Arslan,customer07630@example.com,Bilecik,0
7631,Kaan Arslan,customer07631@example.com,Rize,0
7632,Serkan Şahin,customer07632@example.com,Gümüşhane,0
7633,Ceren Kılıç,customer07633@example.com,Osmaniye,0
7634,Yusuf Koç,customer07634@example.com,Düzce,0
7635,Berk Arslan,customer07635@example.com,Karaman,0
7636,Furkan Tekin,customer07636@example.com,Bayburt,0
7637,Barış Öztürk,customer07637@example.com,Ardahan,0
7638,Berk Tekin,customer07638@example.com,Kırıkkale,0
7639,Kaan Doğan,customer07639@example.com,Van,0
7640,Berk Güneş,customer07640@example.com,Kırşehir,0
7641,Ayşe Demir,customer07641@example.com,Konya,0
7642,Ömer Güneş,customer07642@example.com,İstanbul,0
7643,Ömer Kaya,customer07643@example.com,Burdur,0
7644,Ali Tekin,customer07644@example.com,Çankırı,0
7645,Fatma Tekin,customer07645@example.com,Erzincan,0
7646,Mehmet Polat,customer07646@example.com,Mardin,0
7647,Can Koç,customer07647@example.com,Ankara,0
7648,Kerem Şahin,customer07648@example.com,Balıkesir,0
7649,Arda Demir,customer07649@example.com,Samsun,0
7650,Zeynep Kaya,customer07650@example.com,Hakkari,0
7651,Ceren Tekin,customer07651@example.com,Bayburt,0
7652,Seda Aksoy,customer07652@example.com,Niğde,0
7653,Burak Kurt,customer07653@example.com,Kocaeli,0
7654,Can Kurt,customer07654@example.com,Çanakkale,0
7655,Ali Erdoğan,customer07655@example.com,Ardahan,0
7656,Eren Kılıç,customer07656@example.com,Muğla,0
7657,Barış Kaya,customer07657@example.com,Muş,0
7658,Arda Yılmaz,customer07658@example.com,Antalya,0
7659,Ahmet Tekin,customer07659@example.com,Bartın,0
7660,Mert Çelik,customer07660@example.com,Kırklareli,0
7661,Serkan Güneş,customer07661@example.com,Mersin,0
7662,Yusuf Kaya,customer07662@example.com,Kayseri,0
7663,Derya Koç,customer07663@example.com,Muş,0
7664,Zeynep Arslan,customer07664@example.com,Batman,0
7665,Barış Kurt,customer07665@example.com,Siirt,0
7666,Arda Kurt,customer07666@example.com,Antalya,0
7667,Ömer Kurt,customer07667@example.com,İstanbul,0
7668,Yusuf Yılmaz,customer07668@example.com,Kırşehir,0
7669,Ömer Kurt,customer07669@example.com,Mardin,0
7670,Arda Özdemir,customer07670@example.com,Malatya,0
7671,Onur Yılmaz,customer07671@example.com,Bartın,0
7672,Kaan Doğan,customer07672@example.com,Kocaeli,0
7673,Can Aydın,customer07673@example.com,Van,0
7674,Ece Tekin,customer07674@example.com,Ağrı,0
7675,Furkan Çelik,customer07675@example.com,Isparta,0
7676,Buse Aslan,customer07676@example.com,İstanbul,0
7677,Ece Koç,customer07677@example.com,Muş,0
7678,Ece Çelik,customer07678@example.com,Erzincan,0
7679,Seda Kurt,customer07679@example.com,Malatya,0
7680,Ayşe Doğan,customer07680@example.com,Antalya,0
7681,Ali Koç,customer07681@example.com,Düzce,0
7682,Ömer Tekin,customer07682@example.com,Karabük,0
7683,Kerem Öztürk,customer07683@example.com,Antalya,0
7684,Ahmet Kurt,customer07684@example.com,Diyarbakır,0
7685,Buse Yıldız,customer07685@example.com,Bursa,0
7686,Yusuf Çelik,customer07686@example.com,Kayseri,0
7687,Yusuf Özdemir,customer07687@example.com,Samsun,0
7688,Melis Polat,customer07688@example.com,Trabzon,0
7689,Mert Koç,customer07689@example.com,Çankırı,0
7690,Seda Kılıç,customer07690@example.com,Kilis,0
7691,Mustafa Koç,customer07691@example.com,Ağrı,0
7692,Ali Demir,customer07692@example.com,Elazığ,0
7693,Eren Şahin,customer07693@example.com,Bingöl,0
7694,Kerem Erdoğan,customer07694@example.com,Mersin,0
7695,Onur Erdoğan,customer07695@example.com,Nevşehir,0
7696,Mehmet Yılmaz,customer07696@example.com,Bayburt,0
7697,Ahmet Şahin,customer07697@example.com,Trabzon,0
7698,Hakan Erdoğan,customer07698@example.com,Niğde,0
7699,Arda Polat,customer07699@example.com,Batman,0
7700,Emre Aydın,customer07700@example.com,Bilecik,0
7701,Yusuf Güneş,customer07701@example.com,Yalova,0
7702,Melis Aslan,customer07702@example.com,Sinop,0
7703,Derya Yılmaz,customer07703@example.com,İzmir,0
7704,Kaan Çelik,customer07704@example.com,Rize,0
7705,Ece Arslan,customer07705@example.com,Edirne,0
7706,Elif Kurt,customer07706@example.com,Balıkesir,0
7707,Emre Şahin,customer07707@example.com,Edirne,0
7708,Mehmet Aydın,customer07708@example.com,Aksaray,0
7709,Eren Öztürk,customer07709@example.com,Tunceli,0
7710,Ömer Öztürk,customer07710@example.com,Siirt,0
7711,Kerem Güneş,customer07711@example.com,Nevşehir,0
7712,Buse Aksoy,customer07712@example.com,Antalya,0
7713,Kaan Aksoy,customer07713@example.com,Manisa,0
7714,Ceren Yıldız,customer07714@example.com,Muğla,0
7715,Eren Erdoğan,customer07715@example.com,Elazığ,0
7716,Mert Çelik,customer07716@example.com,Bursa,0
7717,Zeynep Aksoy,customer07717@example.com,Hakkari,0
7718,Serkan Kılıç,customer07718@example.com,Mersin,0
7719,Kerem Arslan,customer07719@example.com,Antalya,0
7720,Mehmet Kurt,customer07720@example.com,Mersin,0
7721,Mert Aslan,customer07721@example.com,Kastamonu,0
7722,Elif Özdemir,customer07722@example.com,Malatya,0
7723,Fatma Çelik,customer07723@example.com,Eskişehir,0
7724,Buse Demir,customer07724@example.com,Burdur,0
7725,Emre Aydın,customer07725@example.com,Denizli,0
7726,Derya Özdemir,customer07726@example.com,Kastamonu,0
7727,Seda Aksoy,customer07727@example.com,Kilis,0
7728,Seda Polat,customer07728@example.com,Osmaniye,0
7729,Fatma Demir,customer07729@example.com,Sivas,0
7730,Kaan Koç,customer07730@example.com,Gaziantep,0
7731,Can Doğan,customer07731@example.com,Edirne,0
7732,Arda Yıldız,customer07732@example.com,Ağrı,0
7733,Burak Aksoy,customer07733@example.com,Bayburt,0
7734,Berk Yıldız,customer07734@example.com,Balıkesir,0
7735,Melis Polat,customer07735@example.com,Kahramanmaraş,0
7736,Ayşe Yılmaz,customer07736@example.com,Karaman,0
7737,Mehmet Demir,customer07737@example.com,Karabük,0
7738,Ece Koç,customer07738@example.com,Isparta,0
7739,Ceren Kaya,customer07739@example.com,Mersin,0
